t,hour,customer_id,category,uid,qty,cause
4,12,154,Alcoholic Beverages,,1,budget
4,12,210,Bakery and Bread,,5,outside
4,12,210,Pantry Staples and Packaged Goods,,5,outside
4,12,210,Seafood,,2,outside
4,12,210,Meat and Poultry,,3,outside
4,12,210,Dairy and Eggs,DE-CRE-009,3,stockout
4,12,210,Alcoholic Beverages,AB-SPI-009,1,budget
4,12,210,Personal Care and Health,,1,budget
4,12,233,Household and Cleaning Supplies,HC-CAG-003,1,budget
4,12,233,Dairy and Eggs,,18,budget
4,12,233,Beverages (Non-Alcoholic),,2,budget
4,12,233,Pantry Staples and Packaged Goods,,4,budget
4,12,233,Fresh Produce,,3,budget
4,12,233,Bakery and Bread,,3,budget
4,12,233,Meat and Poultry,,2,budget
4,12,245,Bakery and Bread,,2,outside
4,12,245,Fresh Produce,,4,outside
4,12,245,Meat and Poultry,,1,outside
4,12,245,Beverages (Non-Alcoholic),,2,outside
4,12,252,Dairy and Eggs,,4,outside
4,12,252,Bakery and Bread,,4,outside
4,12,252,Fresh Produce,,4,outside
4,12,252,Pantry Staples and Packaged Goods,,4,outside
4,12,252,Seafood,,1,outside
4,13,14,Seafood,,1,outside
4,13,14,Beverages (Non-Alcoholic),,5,outside
4,13,14,Dairy and Eggs,,15,outside
4,13,14,Frozen Foods,,4,outside
4,13,14,Meat and Poultry,,1,outside
4,13,50,Beverages (Non-Alcoholic),,4,outside
4,13,50,Pantry Staples and Packaged Goods,PP-CNG-007,3,stockout
4,13,50,Bakery and Bread,,2,outside
4,13,50,Meat and Poultry,,2,outside
4,13,50,Frozen Foods,,3,outside
4,13,50,Alcoholic Beverages,AB-SPI-001,1,budget
4,13,50,Dairy and Eggs,,4,budget
4,13,50,Snacks and Confectionery,,1,budget
4,13,50,Household and Cleaning Supplies,,1,budget
4,13,68,Dairy and Eggs,,10,outside
4,13,68,Meat and Poultry,,4,outside
4,13,68,Bakery and Bread,,5,outside
4,13,68,Frozen Foods,,8,outside
4,13,103,Dairy and Eggs,,5,outside
4,13,103,Pantry Staples and Packaged Goods,,4,outside
4,13,103,Seafood,,1,outside
4,13,135,Beverages (Non-Alcoholic),,2,outside
4,13,135,Frozen Foods,,3,outside
4,13,135,Seafood,,1,outside
4,13,135,Meat and Poultry,,3,outside
4,13,205,Bakery and Bread,,6,outside
4,13,205,Frozen Foods,,9,outside
4,13,205,Seafood,,2,outside
4,13,205,Dairy and Eggs,DE-YOG-008,3,stockout
4,13,205,Dairy and Eggs,DE-CRE-007,3,budget
4,13,205,Pantry Staples and Packaged Goods,,11,budget
4,13,205,Snacks and Confectionery,,1,budget
4,13,205,Personal Care and Health,,1,budget
4,13,205,Meat and Poultry,,2,budget
4,13,247,Frozen Foods,,3,outside
4,13,247,Meat and Poultry,,1,outside
4,13,247,Bakery and Bread,,9,outside
4,13,247,Fresh Produce,,5,outside
4,13,247,Alcoholic Beverages,AB-SPI-004,1,budget
4,13,247,Dairy and Eggs,,12,budget
4,13,247,Household and Cleaning Supplies,,1,budget
4,13,247,Pantry Staples and Packaged Goods,,3,budget
4,14,7,Seafood,,2,outside
4,14,7,Dairy and Eggs,,10,outside
4,14,7,Personal Care and Health,PH-WEL-011,1,budget
4,14,7,Frozen Foods,,2,budget
4,14,7,Bakery and Bread,,3,budget
4,14,7,Household and Cleaning Supplies,,1,budget
4,14,7,Meat and Poultry,,1,budget
4,14,7,Beverages (Non-Alcoholic),,3,budget
4,14,116,Bakery and Bread,,5,outside
4,14,116,Pantry Staples and Packaged Goods,,5,outside
4,14,116,Personal Care and Health,PH-WEL-011,1,budget
4,14,116,Frozen Foods,,4,budget
4,14,116,Meat and Poultry,,3,budget
4,14,116,Snacks and Confectionery,,1,budget
4,14,116,Dairy and Eggs,,10,budget
4,14,116,Seafood,,1,budget
4,14,116,Household and Cleaning Supplies,,1,budget
4,14,199,Bakery and Bread,,2,outside
4,14,199,Seafood,,1,outside
4,14,199,Dairy and Eggs,,6,outside
4,15,1,Dairy and Eggs,,1,outside
4,15,1,Meat and Poultry,,2,outside
4,15,26,Seafood,,1,outside
4,15,26,Snacks and Confectionery,,1,outside
4,15,26,Frozen Foods,,4,outside
4,15,26,Beverages (Non-Alcoholic),,1,outside
4,15,48,Bakery and Bread,,5,outside
4,15,48,Frozen Foods,,3,outside
4,15,48,Beverages (Non-Alcoholic),,2,outside
4,15,48,Seafood,,1,outside
4,15,48,Household and Cleaning Supplies,HC-CAG-003,1,budget
4,15,48,Alcoholic Beverages,,1,budget
4,15,55,Seafood,,2,outside
4,15,55,Dairy and Eggs,,2,outside
4,15,109,Frozen Foods,,4,outside
4,15,109,Pantry Staples and Packaged Goods,PP-CNG-004,1,stockout
4,15,109,Alcoholic Beverages,AB-SPI-001,1,budget
4,15,109,Beverages (Non-Alcoholic),,3,budget
4,15,109,Seafood,,1,budget
4,15,109,Bakery and Bread,,2,budget
4,15,109,Snacks and Confectionery,,1,budget
4,15,124,Bakery and Bread,,5,outside
4,15,124,Frozen Foods,,7,outside
4,15,124,Pantry Staples and Packaged Goods,,8,outside
4,15,124,Meat and Poultry,,2,outside
4,15,124,Seafood,,1,outside
4,15,124,Fresh Produce,,2,outside
4,15,124,Dairy and Eggs,,5,outside
4,15,124,Alcoholic Beverages,,1,outside
4,15,124,Beverages (Non-Alcoholic),,1,outside
4,15,148,Seafood,,1,outside
4,15,148,Meat and Poultry,,2,outside
4,15,148,Pantry Staples and Packaged Goods,,2,outside
4,15,148,Household and Cleaning Supplies,,1,outside
4,15,167,Dairy and Eggs,DE-CRE-009,2,stockout
4,15,167,Dairy and Eggs,,2,outside
4,15,167,Seafood,,4,outside
4,15,167,Frozen Foods,,5,outside
4,15,167,Snacks and Confectionery,,2,outside
4,15,167,Bakery and Bread,,9,outside
4,15,167,Personal Care and Health,,1,outside
4,15,221,Dairy and Eggs,,10,outside
4,15,221,Frozen Foods,,3,outside
4,15,221,Pantry Staples and Packaged Goods,,2,outside
4,15,221,Beverages (Non-Alcoholic),,1,outside
4,15,221,Seafood,,2,outside
4,15,221,Personal Care and Health,PH-WEL-010,1,budget
4,15,221,Meat and Poultry,,1,budget
4,16,67,Pantry Staples and Packaged Goods,,6,outside
4,16,67,Personal Care and Health,PH-HYG-001,1,budget
4,16,67,Bakery and Bread,,7,budget
4,16,67,Seafood,,1,budget
4,16,67,Meat and Poultry,,3,budget
4,16,67,Frozen Foods,,3,budget
4,16,67,Snacks and Confectionery,,1,budget
4,16,94,Seafood,,1,outside
4,16,94,Meat and Poultry,,6,outside
4,16,94,Personal Care and Health,PH-WEL-010,1,budget
4,16,94,Bakery and Bread,,3,budget
4,16,94,Frozen Foods,,3,budget
4,16,94,Snacks and Confectionery,,1,budget
4,16,94,Pantry Staples and Packaged Goods,,7,budget
4,16,145,Dairy and Eggs,,1,outside
4,16,185,Personal Care and Health,PH-OTC-002,1,budget
4,16,185,Seafood,,2,budget
4,16,185,Frozen Foods,,3,budget
4,16,185,Snacks and Confectionery,,1,budget
4,16,185,Dairy and Eggs,,10,budget
4,16,185,Alcoholic Beverages,,1,budget
4,16,185,Fresh Produce,,2,budget
4,16,185,Beverages (Non-Alcoholic),,4,budget
4,16,185,Meat and Poultry,,3,budget
4,17,144,Frozen Foods,,5,outside
4,17,144,Seafood,,1,outside
4,17,144,Beverages (Non-Alcoholic),,4,outside
4,17,144,Dairy and Eggs,,10,outside
4,17,144,Fresh Produce,,6,outside
4,17,191,Dairy and Eggs,,3,outside
4,17,191,Seafood,,1,outside
4,17,193,Seafood,,2,outside
4,17,193,Pantry Staples and Packaged Goods,,5,outside
4,17,193,Frozen Foods,,4,outside
4,17,193,Beverages (Non-Alcoholic),BN-JUI-006,1,stockout
4,17,193,Beverages (Non-Alcoholic),BN-BTW-009,1,budget
4,17,193,Snacks and Confectionery,,1,budget
4,17,193,Dairy and Eggs,,7,budget
4,17,249,Seafood,,2,outside
4,17,249,Alcoholic Beverages,,1,outside
4,17,249,Household and Cleaning Supplies,HC-DET-001,1,budget
4,17,249,Bakery and Bread,,4,budget
4,17,249,Snacks and Confectionery,,1,budget
4,17,249,Frozen Foods,,1,budget
4,17,249,Dairy and Eggs,,5,budget
4,17,249,Personal Care and Health,,1,budget
4,17,249,Meat and Poultry,,1,budget
4,18,11,Seafood,,2,outside
4,18,11,Household and Cleaning Supplies,HC-PAP-010,1,budget
4,18,11,Fresh Produce,,5,budget
4,18,11,Frozen Foods,,2,budget
4,18,11,Dairy and Eggs,,7,budget
4,18,11,Beverages (Non-Alcoholic),,1,budget
4,18,11,Bakery and Bread,,6,budget
4,18,138,Frozen Foods,,2,outside
4,18,138,Seafood,,1,outside
4,18,138,Fresh Produce,,1,outside
4,18,138,Snacks and Confectionery,SC-CHO-012,1,budget
4,18,138,Dairy and Eggs,,4,budget
4,18,138,Bakery and Bread,,2,budget
4,18,138,Alcoholic Beverages,,1,budget
4,18,138,Pantry Staples and Packaged Goods,,3,budget
4,18,160,Frozen Foods,,4,outside
4,18,160,Personal Care and Health,PH-WEL-010,1,budget
4,18,160,Pantry Staples and Packaged Goods,,3,budget
4,18,160,Snacks and Confectionery,,1,budget
4,18,160,Household and Cleaning Supplies,,1,budget
4,18,160,Dairy and Eggs,,3,budget
4,18,160,Seafood,,1,budget
4,18,160,Beverages (Non-Alcoholic),,2,budget
4,18,160,Alcoholic Beverages,,1,budget
4,18,176,Alcoholic Beverages,AB-SPI-001,1,budget
4,18,176,Bakery and Bread,,4,budget
4,18,176,Beverages (Non-Alcoholic),,2,budget
4,18,176,Pantry Staples and Packaged Goods,,4,budget
4,18,176,Frozen Foods,,2,budget
4,18,176,Dairy and Eggs,,5,budget
4,18,176,Meat and Poultry,,4,budget
4,18,176,Seafood,,1,budget
4,18,176,Fresh Produce,,3,budget
4,18,242,Frozen Foods,,4,outside
4,18,242,Seafood,,1,outside
4,18,242,Bakery and Bread,,2,outside
4,18,242,Dairy and Eggs,,4,outside
4,18,242,Meat and Poultry,MP-CHI-007,3,stockout
4,18,242,Meat and Poultry,,3,outside
4,18,242,Fresh Produce,,1,outside
4,18,256,Seafood,,1,outside
4,18,256,Dairy and Eggs,,9,outside
4,18,256,Frozen Foods,,4,outside
4,18,256,Fresh Produce,,6,outside
4,19,98,Bakery and Bread,,10,outside
4,19,98,Frozen Foods,FF-DES-009,1,stockout
4,19,98,Frozen Foods,,1,outside
4,19,98,Dairy and Eggs,,6,outside
4,19,98,Fresh Produce,,4,outside
4,19,98,Meat and Poultry,MP-PRM-009,2,budget
4,19,227,Personal Care and Health,PH-TOI-003,1,budget
4,19,227,Snacks and Confectionery,,1,budget
4,19,227,Seafood,,1,budget
4,19,227,Frozen Foods,,4,budget
4,19,227,Beverages (Non-Alcoholic),,3,budget
4,19,227,Fresh Produce,,2,budget
4,19,227,Bakery and Bread,,2,budget
4,19,227,Household and Cleaning Supplies,,1,budget
4,20,115,Alcoholic Beverages,,1,closed
4,20,115,Beverages (Non-Alcoholic),,6,closed
4,20,115,Personal Care and Health,,1,closed
4,20,115,Household and Cleaning Supplies,,1,closed
4,20,115,Snacks and Confectionery,,1,closed
4,20,115,Dairy and Eggs,,7,closed
4,20,115,Meat and Poultry,,2,closed
4,20,115,Pantry Staples and Packaged Goods,,3,closed
4,20,115,Seafood,,1,closed
4,20,115,Fresh Produce,,2,closed
4,20,115,Frozen Foods,,2,closed
4,20,115,Bakery and Bread,,2,closed
4,21,69,Alcoholic Beverages,,1,closed
4,21,69,Dairy and Eggs,,18,closed
4,21,69,Meat and Poultry,,7,closed
4,21,69,Frozen Foods,,12,closed
4,21,69,Snacks and Confectionery,,2,closed
4,21,69,Pantry Staples and Packaged Goods,,7,closed
4,21,69,Seafood,,1,closed
4,21,69,Personal Care and Health,,1,closed
4,21,69,Household and Cleaning Supplies,,1,closed
4,21,69,Beverages (Non-Alcoholic),,2,closed
4,21,69,Bakery and Bread,,3,closed
5,3,154,Bakery and Bread,,7,closed
5,6,96,Alcoholic Beverages,,1,closed
5,6,96,Beverages (Non-Alcoholic),,2,closed
5,6,96,Household and Cleaning Supplies,,1,closed
5,6,96,Frozen Foods,,4,closed
5,6,96,Snacks and Confectionery,,2,closed
5,6,96,Fresh Produce,,3,closed
5,8,88,Household and Cleaning Supplies,HC-CAG-003,1,budget
5,8,88,Seafood,,1,budget
5,8,169,Meat and Poultry,,1,outside
5,8,169,Seafood,,1,outside
5,8,174,Bakery and Bread,,5,outside
5,8,174,Frozen Foods,,6,outside
5,8,174,Meat and Poultry,,8,outside
5,8,174,Pantry Staples and Packaged Goods,,4,outside
5,8,174,Seafood,,2,outside
5,8,174,Snacks and Confectionery,SC-CHO-012,1,stockout
5,8,174,Fresh Produce,FP-HER-008,12,budget
5,8,174,Dairy and Eggs,,7,budget
5,9,0,Seafood,,1,outside
5,9,29,Dairy and Eggs,,2,outside
5,9,29,Frozen Foods,,3,outside
5,9,29,Meat and Poultry,,3,outside
5,9,29,Fresh Produce,,6,outside
5,9,29,Seafood,,1,outside
5,9,61,Personal Care and Health,PH-WEL-003,1,budget
5,9,61,Fresh Produce,,7,budget
5,9,61,Bakery and Bread,,4,budget
5,9,61,Frozen Foods,,2,budget
5,9,61,Pantry Staples and Packaged Goods,,4,budget
5,9,61,Dairy and Eggs,,3,budget
5,9,61,Meat and Poultry,,2,budget
5,9,61,Beverages (Non-Alcoholic),,1,budget
5,9,61,Snacks and Confectionery,,1,budget
5,9,63,Bakery and Bread,BB-BKG-007,1,stockout
5,9,63,Bakery and Bread,,1,outside
5,9,63,Dairy and Eggs,,10,outside
5,9,63,Household and Cleaning Supplies,HC-PAP-001,1,budget
5,9,63,Beverages (Non-Alcoholic),,3,budget
5,9,63,Frozen Foods,,4,budget
5,9,63,Fresh Produce,,6,budget
5,9,63,Seafood,,2,budget
5,9,63,Snacks and Confectionery,,2,budget
5,9,63,Meat and Poultry,,2,budget
5,9,114,Seafood,,2,outside
5,9,160,Personal Care and Health,PH-OTC-012,1,budget
5,9,160,Snacks and Confectionery,,1,budget
5,9,160,Household and Cleaning Supplies,,1,budget
5,9,160,Dairy and Eggs,,4,budget
5,9,160,Seafood,,1,budget
5,9,244,Meat and Poultry,,10,outside
5,9,244,Seafood,,6,outside
5,9,244,Frozen Foods,,4,outside
5,9,244,Alcoholic Beverages,AB-SPI-010,1,budget
5,9,244,Pantry Staples and Packaged Goods,,9,budget
5,9,244,Beverages (Non-Alcoholic),,1,budget
5,9,244,Dairy and Eggs,,4,budget
5,9,244,Bakery and Bread,,2,budget
5,10,54,Seafood,,1,outside
5,10,54,Meat and Poultry,,2,outside
5,10,62,Frozen Foods,,1,outside
5,10,62,Seafood,,2,outside
5,10,62,Pantry Staples and Packaged Goods,,2,outside
5,10,62,Snacks and Confectionery,SC-CHO-012,1,stockout
5,10,62,Snacks and Confectionery,SC-CAN-012,1,budget
5,10,62,Dairy and Eggs,,6,budget
5,10,62,Meat and Poultry,,4,budget
5,10,62,Household and Cleaning Supplies,,1,budget
5,10,62,Fresh Produce,,4,budget
5,10,62,Beverages (Non-Alcoholic),,2,budget
5,10,146,Beverages (Non-Alcoholic),,2,outside
5,10,146,Personal Care and Health,PH-OTC-012,1,budget
5,10,146,Seafood,,1,budget
5,10,146,Snacks and Confectionery,,1,budget
5,10,146,Frozen Foods,,2,budget
5,10,146,Dairy and Eggs,,5,budget
5,10,146,Bakery and Bread,,2,budget
5,10,146,Pantry Staples and Packaged Goods,,3,budget
5,10,146,Fresh Produce,,1,budget
5,10,166,Beverages (Non-Alcoholic),,4,outside
5,10,166,Frozen Foods,,4,outside
5,10,166,Bakery and Bread,,2,outside
5,10,166,Personal Care and Health,PH-OTC-012,1,budget
5,10,166,Alcoholic Beverages,,1,budget
5,10,166,Seafood,,2,budget
5,10,166,Dairy and Eggs,,7,budget
5,10,166,Meat and Poultry,,1,budget
5,10,180,Dairy and Eggs,,10,outside
5,10,180,Frozen Foods,,4,outside
5,10,180,Pantry Staples and Packaged Goods,,4,outside
5,10,180,Seafood,,2,outside
5,10,180,Household and Cleaning Supplies,HC-CAG-011,1,budget
5,10,180,Snacks and Confectionery,,2,budget
5,10,180,Bakery and Bread,,8,budget
5,10,180,Fresh Produce,,7,budget
5,10,209,Pantry Staples and Packaged Goods,PP-PAS-011,3,stockout
5,10,209,Pantry Staples and Packaged Goods,,1,outside
5,10,209,Alcoholic Beverages,AB-SPI-004,1,budget
5,10,209,Frozen Foods,,4,budget
5,10,209,Beverages (Non-Alcoholic),,3,budget
5,10,209,Seafood,,1,budget
5,10,209,Fresh Produce,,3,budget
5,10,209,Bakery and Bread,,4,budget
5,10,209,Snacks and Confectionery,,1,budget
5,11,8,Meat and Poultry,,3,outside
5,11,19,Bakery and Bread,,5,outside
5,11,19,Frozen Foods,,2,outside
5,11,19,Seafood,,1,outside
5,11,19,Beverages (Non-Alcoholic),,4,outside
5,11,19,Household and Cleaning Supplies,HC-CAG-011,1,budget
5,11,19,Meat and Poultry,,3,budget
5,11,19,Personal Care and Health,,1,budget
5,11,19,Alcoholic Beverages,,1,budget
5,11,19,Dairy and Eggs,,3,budget
5,11,42,Frozen Foods,,5,outside
5,11,42,Seafood,,2,outside
5,11,42,Dairy and Eggs,,13,outside
5,11,42,Household and Cleaning Supplies,HC-CAG-003,1,budget
5,11,42,Bakery and Bread,,4,budget
5,11,42,Beverages (Non-Alcoholic),,1,budget
5,11,42,Alcoholic Beverages,,1,budget
5,11,60,Household and Cleaning Supplies,HC-KIT-012,1,budget
5,11,60,Personal Care and Health,,1,budget
5,11,60,Pantry Staples and Packaged Goods,,4,budget
5,11,60,Frozen Foods,,3,budget
5,11,60,Beverages (Non-Alcoholic),,2,budget
5,11,60,Fresh Produce,,5,budget
5,11,60,Seafood,,2,budget
5,11,60,Snacks and Confectionery,,1,budget
5,11,60,Bakery and Bread,,2,budget
5,11,60,Meat and Poultry,,2,budget
5,11,70,Frozen Foods,,3,outside
5,11,70,Snacks and Confectionery,SC-CHO-003,1,budget
5,11,70,Meat and Poultry,,3,budget
5,11,70,Pantry Staples and Packaged Goods,,7,budget
5,11,70,Seafood,,5,budget
5,11,70,Fresh Produce,,6,budget
5,11,70,Beverages (Non-Alcoholic),,3,budget
5,11,70,Bakery and Bread,,1,budget
5,11,70,Dairy and Eggs,,4,budget
5,11,86,Bakery and Bread,,2,outside
5,11,86,Seafood,,2,outside
5,11,86,Dairy and Eggs,,9,outside
5,11,86,Beverages (Non-Alcoholic),,2,outside
5,11,86,Meat and Poultry,,2,outside
5,11,86,Frozen Foods,,2,outside
5,11,100,Frozen Foods,,4,outside
5,11,100,Seafood,,1,outside
5,11,100,Meat and Poultry,,3,outside
5,11,100,Dairy and Eggs,,10,outside
5,11,100,Bakery and Bread,BB-BKG-008,8,budget
5,11,100,Personal Care and Health,,1,budget
5,11,100,Snacks and Confectionery,,2,budget
5,11,104,Snacks and Confectionery,,1,outside
5,11,104,Dairy and Eggs,,5,outside
5,11,104,Beverages (Non-Alcoholic),,1,outside
5,11,108,Frozen Foods,,2,outside
5,11,108,Dairy and Eggs,,8,outside
5,11,108,Bakery and Bread,,4,outside
5,11,108,Fresh Produce,,1,outside
5,11,108,Snacks and Confectionery,SC-NUT-011,1,budget
5,11,133,Dairy and Eggs,,9,outside
5,11,133,Personal Care and Health,,1,outside
5,11,133,Meat and Poultry,,3,outside
5,11,133,Beverages (Non-Alcoholic),BN-BTW-003,2,stockout
5,11,133,Household and Cleaning Supplies,HC-DET-011,1,budget
5,11,133,Fresh Produce,,3,budget
5,11,133,Bakery and Bread,,2,budget
5,11,165,Pantry Staples and Packaged Goods,PP-CNG-006,1,budget
5,11,165,Meat and Poultry,,3,budget
5,11,165,Seafood,,1,budget
5,11,197,Alcoholic Beverages,,1,outside
5,11,197,Frozen Foods,,1,outside
5,11,197,Dairy and Eggs,DE-CRE-007,8,budget
5,11,197,Personal Care and Health,,1,budget
5,11,197,Fresh Produce,,3,budget
5,11,197,Beverages (Non-Alcoholic),,1,budget
5,11,200,Seafood,,2,outside
5,11,200,Bakery and Bread,,4,outside
5,11,200,Frozen Foods,,1,outside
5,11,200,Meat and Poultry,,2,outside
5,11,200,Dairy and Eggs,,3,outside
5,11,200,Alcoholic Beverages,AB-SPI-001,1,budget
5,11,200,Fresh Produce,,2,budget
5,11,238,Dairy and Eggs,,5,outside
5,11,238,Household and Cleaning Supplies,HC-PAP-001,1,budget
5,11,238,Seafood,,1,budget
5,11,238,Meat and Poultry,,3,budget
5,11,238,Fresh Produce,,4,budget
5,11,238,Alcoholic Beverages,,1,budget
5,11,238,Snacks and Confectionery,,1,budget
5,11,238,Personal Care and Health,,1,budget
5,11,238,Bakery and Bread,,2,budget
5,12,12,Dairy and Eggs,,9,outside
5,12,12,Frozen Foods,,2,outside
5,12,12,Seafood,,1,outside
5,12,12,Bakery and Bread,,2,outside
5,12,12,Alcoholic Beverages,AB-SPI-005,1,budget
5,12,12,Household and Cleaning Supplies,,1,budget
5,12,12,Personal Care and Health,,1,budget
5,12,12,Snacks and Confectionery,,1,budget
5,12,13,Meat and Poultry,,4,outside
5,12,13,Snacks and Confectionery,SC-COO-003,1,stockout
5,12,13,Snacks and Confectionery,SC-COO-011,1,budget
5,12,13,Personal Care and Health,,1,budget
5,12,13,Beverages (Non-Alcoholic),,2,budget
5,12,13,Frozen Foods,,2,budget
5,12,13,Fresh Produce,,4,budget
5,12,13,Seafood,,1,budget
5,12,13,Alcoholic Beverages,,1,budget
5,12,22,Frozen Foods,,2,outside
5,12,22,Bakery and Bread,,2,outside
5,12,22,Dairy and Eggs,,4,outside
5,12,22,Meat and Poultry,,2,outside
5,12,22,Fresh Produce,,2,outside
5,12,65,Frozen Foods,,2,outside
5,12,65,Pantry Staples and Packaged Goods,,8,outside
5,12,65,Fresh Produce,,4,outside
5,12,65,Seafood,,1,outside
5,12,65,Bakery and Bread,BB-PAS-007,1,stockout
5,12,65,Bakery and Bread,,1,outside
5,12,72,Personal Care and Health,PH-VIT-012,1,budget
5,12,72,Fresh Produce,,2,budget
5,12,72,Meat and Poultry,,1,budget
5,12,72,Frozen Foods,,2,budget
5,12,72,Bakery and Bread,,5,budget
5,12,72,Dairy and Eggs,,7,budget
5,12,72,Snacks and Confectionery,,1,budget
5,12,72,Beverages (Non-Alcoholic),,2,budget
5,12,72,Pantry Staples and Packaged Goods,,2,budget
5,12,77,Bakery and Bread,,2,outside
5,12,77,Dairy and Eggs,,8,outside
5,12,77,Meat and Poultry,MP-PRM-006,1,stockout
5,12,77,Meat and Poultry,,1,outside
5,12,77,Seafood,,1,outside
5,12,77,Snacks and Confectionery,SC-COO-003,1,budget
5,12,77,Personal Care and Health,,1,budget
5,12,77,Alcoholic Beverages,,1,budget
5,12,77,Frozen Foods,,3,budget
5,12,77,Beverages (Non-Alcoholic),,2,budget
5,12,113,Bakery and Bread,,4,outside
5,12,113,Dairy and Eggs,,10,outside
5,12,113,Frozen Foods,,7,outside
5,12,113,Seafood,,2,outside
5,12,113,Beverages (Non-Alcoholic),,2,outside
5,12,113,Snacks and Confectionery,,1,outside
5,12,113,Alcoholic Beverages,,1,outside
5,12,113,Pantry Staples and Packaged Goods,,5,outside
5,12,113,Meat and Poultry,,1,outside
5,12,118,Dairy and Eggs,,4,outside
5,12,118,Personal Care and Health,PH-TOI-003,1,budget
5,12,118,Bakery and Bread,,2,budget
5,12,118,Fresh Produce,,3,budget
5,12,118,Beverages (Non-Alcoholic),,1,budget
5,12,118,Frozen Foods,,2,budget
5,12,118,Meat and Poultry,,3,budget
5,12,118,Seafood,,1,budget
5,12,118,Alcoholic Beverages,,1,budget
5,12,235,Beverages (Non-Alcoholic),,1,outside
5,12,235,Frozen Foods,,3,outside
5,12,235,Bakery and Bread,,1,outside
5,12,235,Household and Cleaning Supplies,HC-DET-011,1,budget
5,12,235,Pantry Staples and Packaged Goods,,4,budget
5,12,235,Alcoholic Beverages,,1,budget
5,12,235,Seafood,,1,budget
5,12,235,Meat and Poultry,,2,budget
5,13,2,Bakery and Bread,,4,outside
5,13,2,Pantry Staples and Packaged Goods,,4,outside
5,13,2,Seafood,,1,outside
5,13,2,Dairy and Eggs,,6,outside
5,13,34,Meat and Poultry,,4,outside
5,13,34,Alcoholic Beverages,,1,outside
5,13,34,Personal Care and Health,,1,outside
5,13,34,Pantry Staples and Packaged Goods,,5,outside
5,13,34,Dairy and Eggs,,4,outside
5,13,34,Bakery and Bread,,2,outside
5,13,34,Snacks and Confectionery,SC-CHO-010,1,budget
5,13,34,Fresh Produce,,3,budget
5,13,34,Frozen Foods,,1,budget
5,13,83,Seafood,,1,outside
5,13,83,Frozen Foods,,2,outside
